"x1","x2","y"
2.5634039957256,6.11052992489064,1
2.45181194704272,5.54033753398071,1
3.13844409570091,6.72895208074826,1
3.55920422589075,4.88708638760161,1
3.9644428624746,5.50513906012456,1
2.78023469238041,6.19541090156761,1
2.47675364802469,4.28164486975617,1
2.5244961019872,7.00925308987869,1
2.9776967703284,4.21154740535859,1
3.72590544850128,5.95270998342258,1
3.33352768524479,5.56450536712561,1
3.16456707315119,4.38339055583432,1
3.17743479584809,7.59530096139467,1
3.76463465549225,4.38250190429356,1
3.76948169501176,4.15545353580364,1
2.41115715762195,4.54967944896793,1
2.88031688333269,4.43970777656057,1
3.09870836412147,4.70820574033386,1
3.05850384547542,4.83806061624386,1
3.63632175577746,3.81998980002414,1
3.51804381221355,3.60317188811714,1
4.32404583035181,3.74534439652844,1
2.62689699105721,5.66172670017475,1
2.67296901260716,5.45124792153277,1
3.31457086334162,5.35161327499743,1
2.97183820732726,5.58323418466006,1
2.70875365870519,6.09485621211866,1
2.43443720625939,5.73930162045505,1
3.03602804402482,3.86750742561275,1
3.24553776184136,5.60631539588849,1
1.71903795081494,6.30072161653487,1
2.6637129608296,4.07770274190298,1
3.62806619937068,4.53510046777158,1
3.25420165009992,6.71872618870145,1
2.43935082781557,7.63470846876543,1
3.71735978817353,5.22498512375178,1
3.40539884433738,4.50060282725394,1
2.5793448547732,3.13440561048984,1
2.77316077314685,3.90314214146461,1
2.78107512781068,6.20023405523096,1
3.04752227147322,6.88105639179999,1
3.50153819063662,3.46149895915991,1
2.85466761405556,3.35849859856148,1
3.23070075708737,6.7803733855407,1
2.66621618897939,4.88056792925809,1
3.12054064844478,4.78207748530318,1
1.66864908751543,3.4863056524424,1
3.82932529322216,4.13373449095375,1
2.50352346299634,5.6771239952831,1
3.14231277348696,4.45660983120351,1
3.5796401261022,5.11251346784899,1
2.95131948281586,6.28678999050213,1
3.89283319630865,4.112401101382,1
3.77015848181229,5.38656985740901,1
3.08336400126738,3.79261664290619,1
2.595618514073,5.25357472545789,1
2.23757553023036,3.90447297435581,1
3.31825542704085,5.01427270099873,1
3.57349649411625,5.07842426798428,1
3.38324666404399,4.4136239514727,1
3.23740845963107,4.36433237239856,1
2.44402394166624,3.82988016186774,1
1.86690353035553,5.19642777982858,1
2.61090577954981,2.62380044953108,1
3.06598485730247,3.51676362570619,1
2.81083540992108,5.35898185784983,1
3.29371241043372,2.54803990194193,1
2.59811392727781,3.1667155210082,1
2.37889005683557,5.48386012860063,1
2.77594637531184,5.29860375814659,1
3.46566705864753,4.69022807275321,1
3.31894569278143,6.83053050209993,1
2.38945820542221,3.25256873202975,1
3.0730968281825,5.76376206167454,1
2.27174272651711,4.10353084705697,1
3.5917951133371,5.44268679972958,1
2.45346416034918,6.48194517526931,1
3.15321823836775,3.96128434125408,1
3.32670659884555,4.50984172857492,1
3.26218556430647,5.37295239825708,1
2.70647655643565,3.94977417680616,1
2.27827794136924,4.43082220493369,1
2.8041604321203,3.55420156220842,1
2.80675387464895,3.7099269063643,1
3.13778932232511,4.31496600690191,1
3.09464470457327,5.36402089746475,1
2.96941240773389,4.7119162142355,1
3.09199163587712,4.46936382532097,1
3.73388261019374,5.13948996414229,1
1.80298630737635,5.66755739881031,1
2.59004799780183,4.25844811829671,1
2.54076736255337,4.73963625402017,1
2.62760908379945,4.54684301103243,1
2.88079094832201,5.64964342893796,1
2.61267005073928,5.72922783620108,1
3.60034484385313,4.54580656114407,1
3.26634473288924,6.27642087787683,1
2.59860681523637,4.68768726363266,1
1.49824546167133,1.37983520067371,1
2.38015098646962,2.97690960905564,1
3.27424761819694,2.78568906145812,1
4.03648847435779,5.31991584842956,1
3.04800554546985,5.02771616069976,1
2.22175505822176,5.22221983290049,1
2.76142232353374,4.88764581710157,1
2.19661050227795,4.50605630672399,1
2.7563868462282,4.84431134008594,1
3.39824556427709,4.72923201293218,1
3.64172706416884,5.07084651311211,1
2.04222512998792,5.32364332654799,1
3.46110651458711,7.05558454412061,1
3.03481048607127,3.55625130746508,1
3.91701009263637,4.67915778092874,1
2.95356396500924,5.30837713755633,1
3.37530582743532,5.28884346103615,1
2.99341931798717,4.88068798142467,1
3.54598677850382,4.32700661620795,1
2.39918751410921,5.70147102592825,1
3.52480286913387,4.92922475430801,1
3.52637560241052,5.52219783266028,1
3.52523804606587,7.3475508627954,1
3.34555327174427,3.37716517097738,1
3.23241341636177,3.32642720901402,1
3.83452746036026,4.40133996913431,1
3.81376814629499,5.75333024387487,1
3.55674111252486,4.7087136863813,1
2.74410442089788,4.21751690904458,1
3.80099076236138,6.59504628346041,1
2.88969630109953,5.4680735803279,1
3.0533509588753,5.06867467032071,1
1.94246726274288,4.37305834514243,1
2.75989138752457,4.15343733742569,1
2.78664583444316,5.50065840739589,1
3.01167097701138,3.63840786396453,1
2.45386528185229,5.39571949439387,1
2.84545427501656,5.21036313090498,1
2.66352790622121,3.86048544451096,1
3.05560241523596,3.64791993799798,1
2.87885775632617,3.23789387109282,1
2.46028181760667,6.17394345822077,1
2.74763442512508,5.95796080450406,1
2.73460174126441,4.83655445225742,1
3.00252498685637,5.57361292182271,1
3.53596163749161,3.51072694831595,1
2.72786559190289,4.38284227072853,1
3.23191593974875,4.49634431867216,1
2.22154047873118,3.78975776861077,1
2.96639964738733,6.20355621119414,1
3.29120256859367,5.18733298820644,1
2.30096765694542,3.39580035786209,1
3.77087165969694,5.99660990606567,1
3.09401996990041,5.66957790993981,1
2.79512965310851,4.71886506966797,1
2.80318943323044,3.3776554969031,1
2.50716730781938,3.26928141676216,1
3.14333832086057,4.75894195343425,1
3.91731525024542,5.96982732025694,1
2.96944886552492,4.6918173599244,1
3.98891444933098,4.00881382436672,1
2.50553063312758,5.0996384087725,1
3.00957236846436,4.91627401367342,1
3.42765302832243,4.40717011143144,1
3.83516586060657,6.2747871495942,1
3.39965364315963,7.26553621183526,1
2.70405103966358,7.56136549928697,1
3.211999610208,5.17149466386093,1
2.16487140902667,3.59095782058425,1
3.72834491822201,5.1148334746446,1
2.96936761780745,6.13952891720859,1
3.45792096972974,5.90929698595088,1
3.10339848238573,4.36336736328728,1
2.94496846777875,2.82285579613364,1
2.8947154607836,5.5466530465725,1
2.26083244068411,5.89447191628538,1
3.54837495591553,4.35354017779508,1
3.65011781609588,5.09805259172763,1
3.24346308523578,5.17626021895523,1
2.89658851154781,4.56906353821016,1
2.92420482135432,5.59129101260716,1
2.7626746048569,3.08995312716385,1
2.68490508154648,4.26986062824701,1
2.87379378266395,5.45270237852877,1
2.06784834269868,3.57600114365068,1
2.39432309931612,6.23795610595366,1
2.61915585704808,5.30568742330073,1
3.7441138021633,3.78282751836347,1
3.06627231035336,5.28541165959222,1
2.18541710697723,6.51556671769585,1
3.50602241215703,5.32699243488151,1
2.71682985198986,4.59694439077569,1
3.7006586255947,3.57566208463564,1
3.63725975288734,5.59006913195958,1
3.28365350717094,6.12238786284796,1
2.2637109962954,5.5457277782905,1
3.31815657797896,4.80882124528212,1
3.78382506468562,5.46038398224651,1
3.29834257071885,5.8013473884503,1
3.64350591441461,6.09032312421171,1
2.39025024113497,5.57858917306168,1
2.92980805701122,4.36400040652688,1
2.48414004653196,6.69974723856974,1
4.23985317644804,6.11367666365743,1
1.82818800336463,4.11478401637915,1
4.26174472603627,4.11806297284493,1
3.30999053410458,4.70828120917988,1
2.97903794744591,2.71917725189614,1
2.69519047685421,5.7304091393911,1
2.89970329164659,4.16182049300505,1
2.9332840339781,5.08047423462845,1
2.2875929366398,4.4484928791372,1
3.47592806051502,3.19988580608699,1
2.84839337589356,6.08094204370437,1
3.13507203893029,5.2771301872855,1
2.52460051177043,2.64397399908597,1
2.89094282663072,5.12848092878613,1
3.62164292475473,5.88844393075154,1
2.88755127226917,4.87785765789732,1
3.59783976877608,4.98174258320026,1
3.26571274493978,4.24987356284236,1
2.94194526515616,5.45173500396952,1
2.39695034734274,3.42641689384624,1
2.6794628651596,4.86167606159289,1
3.53952365549851,5.73178483125265,1
3.17133615578068,2.49957515852531,1
3.21066194291072,5.07976709348325,1
3.46948066678244,3.73108837768167,1
3.78861540077718,6.33136616453627,1
3.49223263880603,6.22567060351501,1
2.66449397837308,5.67872932619758,1
2.43833934507737,4.47244674694321,1
2.79382268489588,6.20573921093154,1
3.35359887396084,5.18386641294345,1
3.18003088467634,5.95217549372579,1
3.44341114860132,4.36445249045382,1
3.41974880866747,3.23097918209469,1
2.52549711917602,5.09072488896092,1
3.59113252340093,6.29648886472357,1
4.17530834923054,4.6027751878409,1
3.13770210074012,5.00524735701148,1
2.99650725145185,6.04104595526294,1
2.92668627113089,7.85544117585248,1
2.4931444582996,4.03785540358994,1
2.61212169756562,3.90634577128056,1
2.56939890171115,4.8938642076712,1
4.31237169939762,3.72231947737979,0
3.02806379520053,2.00078757660106,0
2.43163671401504,2.32303682485562,0
2.69044045029213,2.09582711481534,0
3.77136092929284,2.59499768323951,0
1.44323282025103,4.42352405194355,0
3.09336033615038,2.00871615236611,0
3.93640635120016,2.876856854568,0
0.986658624413122,6.05354349465006,0
4.56054302283473,4.43529452611815,0
2.403304060318,2.35604604443299,0
2.33976838431982,2.43590578634366,0
1.73980700731249,3.58808637881871,0
3.24493133453049,2.05999135863489,0
3.85026646228223,2.72295305688193,0
3.35458229322049,2.1257286026655,0
4.37654004157381,3.89486248605602,0
2.17255307705121,2.68466841029742,0
2.4744121925131,2.27624254337888,0
3.58395477466119,2.3410031788496,0
3.5836116375555,2.34060254349021,0
2.49900268882613,2.25099830580344,0
3.02381815614387,2.00056730456209,0
3.70608531835418,2.49855647679533,0
2.84289759490482,2.02468116568669,0
2.62012701446449,2.14430348513966,0
3.26922393618794,2.07248152781653,0
1.60180827092309,3.95494011125907,0
1.55466725061343,4.08898675644934,0
3.16284603500083,2.02651883111549,0
2.45009769967229,2.30239253990571,0
5.09274502221947,6.37958172802438,0
3.05328013503557,2.00283877278941,0
2.83414335378236,2.02750842709456,0
2.7363669359258,2.06950239247315,0
2.12936974333081,2.75799704382786,0
2.07198002976155,2.86122106516138,0
2.41020910803251,2.3478532962478,0
2.48625840581326,2.26393042559753,0
3.63641399274667,2.40502277016375,0
4.75670372980563,5.08600799431303,0
2.86112865397024,2.01928525074812,0
3.51870612495745,2.26905604406837,0
1.08673941026563,5.6605660842307,0
2.54090718563319,2.21076621220324,0
2.37542497292705,2.39009396444318,0
4.14616417415221,3.31369231411001,0
2.16747242446155,2.69310216403193,0
1.18890597733179,5.28006155894452,0
3.60915418453271,2.37106882053371,0
4.50504581583505,4.2651629077626,0
5.46841589653627,8.09307703827298,0
4.44202565361416,4.07943798568135,0
4.38781708807956,3.92603626996564,0
2.8516248314518,2.02201519064171,0
2.95875151470514,2.00170143753912,0
3.15788773971173,2.02492853835128,0
3.90073352106125,2.81132087596341,0
2.87049167929285,2.01677240513239,0
3.69541567513653,2.4836029612256,0
2.97407048394407,2.00067233980289,0
0.651628233431923,7.51484995401407,0
1.17590578642274,5.32731970000605,0
2.58644953840961,2.17102398428162,0
4.19042697095707,3.41711637318203,0
3.71369611249696,2.50936214099327,0
2.82972074326777,2.02899502527328,0
0.924809111965668,6.30641722178072,0
2.39101996630997,2.37085668143312,0
2.32116073836967,2.46082274313081,0
2.32481612449926,2.4558732657362,0
2.11532395688062,2.78265170126937,0
3.41901466535709,2.17557328978431,0
2.02158239930479,2.95730100135018,0
2.21377374217699,2.61815172849038,0
1.1933864204806,5.2638526257039,0
3.87808624671354,2.77103545666747,0
3.69639642479764,2.48496798047094,0
2.35205944075268,2.41982696831772,0
4.63112098673821,4.66055567337785,0
3.55767556800102,2.31100203914526,0
1.59584203240337,3.97165959796509,0
2.11061558708835,2.7910046339302,0
2.91152633567586,2.00782758927894,0
4.01505587021631,3.03033841966058,0
2.62016481187709,2.14427477013636,0
1.52898903325229,4.16387326429204,0
2.13417801168879,2.74964771544317,0
1.36721011210512,4.66600281801177,0
2.12871482540427,2.75913785547031,0
3.24397222015044,2.05952244420513,0
3.61518202040723,2.37844891823233,0
4.20258418635898,3.4462087252807,0
2.92274179460919,2.00596883030021,0
4.59695457762196,4.55026392298774,0
1.51715439254938,4.19883109553561,0
2.98576028664709,2.00020276943637,0
3.4503776360974,2.20284001509668,0
2.97661622654555,2.00054680086097,0
1.19226617197627,5.26790159298133,0
3.21406317475389,2.04582304278571,0
4.98570584540864,5.94302770449004,0
3.31430533795936,2.09878784546975,0
1.1052108303388,5.59022599746536,0
3.96284603108647,2.92707247957896,0
2.55614169049401,2.19701019891752,0
3.93960831770112,2.88286379069314,0
5.35845076282051,7.56229000064866,0
2.49910402576386,2.25089677700597,0
2.92481075944326,2.0056534218955,0
2.5918278071978,2.16660453897696,0
3.46319310327618,2.21454785092262,0
2.88561540779516,2.01308383493387,0
2.81440223835808,2.03444652912649,0
4.03468113320641,3.07056504741331,0
3.50244811653773,2.25245410981231,0
1.98965350547051,3.02080003900804,0
3.8945414830087,2.80020446482341,0
2.47669242368039,2.2738508194335,0
2.56531394221247,2.18895196883487,0
2.59368050028845,2.16509553584585,0
4.74384928723946,5.04101033660557,0
2.40352280109691,2.35578504881128,0
0.94446331333695,6.22523107021771,0
2.46273184619609,2.28865706909186,0
4.96763425886536,5.87158457666064,0
2.65370438086303,2.11992065583346,0
4.2064379939111,3.45549263315225,0
1.87271474963217,3.27077203569685,0
4.03495113500828,3.07112385185493,0
4.91967249621666,5.68514249273071,0
1.57829093859259,4.02125665528794,0
3.80414793967626,2.64665390888557,0
3.38965479871112,2.1518308621586,0
2.67415621691295,2.10617417097648,0
2.28136210001705,2.51644043129191,0
3.66646639051739,2.44417744968928,0
3.51282453710259,2.26298900585449,0
3.75644954071417,2.57221590764667,0
2.12729496686742,2.76161407485494,0
4.63222417183171,4.6641557471117,0
2.57601613665826,2.17976231637419,0
1.44806184971548,4.40851202230853,0
3.05957485418399,2.00354916325104,0
3.34171522816254,2.11676929715817,0
4.83093495548945,5.35232281123315,0
3.47122812752791,2.22205594817346,0
3.2880752950752,2.08298737563266,0
3.6692043803809,2.44783450272098,0
3.55004767124254,2.30255244063934,0
3.05580044791456,2.00311368998747,0
3.55439877837326,2.30735800546177,0
0.635408650125425,7.59129225190166,0
2.32259992190339,2.4588708658053,0
2.93053701421237,2.00482510639453,0
4.66914208361963,4.78603529531007,0
1.6683450790186,3.77330482857399,0
2.0634559373428,2.87711478129845,0
3.38491760766793,2.1481615646928,0
1.98445261088572,3.03133649953684,0
4.66543671498664,4.77367945162548,0
3.5728036647293,2.32810403832731,0
2.5253010527049,2.22533909056308,0
0.7287474829663,7.15858799613192,0
3.63011413619496,2.39704382463272,0
2.88654513211208,2.01287200704747,0
3.65240371984896,2.42563061367276,0
3.41981351009517,2.17624338325843,0
1.55198591864315,4.09674477980771,0
2.6434791541306,2.12710711353943,0
4.37177024191842,3.88175359661291,0
3.62489147080359,2.39048935028308,0
2.11558550145511,2.78218900523641,0
4.11551251047833,3.24436816103366,0
4.07377935593521,3.15300210523263,0
2.79665341357658,2.04134983421006,0
2.59396494608874,2.16486446500472,0
1.92285983537244,3.1602309342539,0
2.90551276952447,2.00892783672294,0
2.9189868540215,2.00656312982133,0
3.10717782588324,2.01148708636106,0
2.56278082698502,2.1911606052519,0
3.16899331650088,2.02855874102196,0
2.42719963989681,2.32810025253434,0
2.14680550457324,2.72794084702652,0
4.50661095020671,4.26987655528277,0
2.15203010190821,2.7190529480698,0
1.72113725057956,3.63548993185521,0
2.44328849651068,2.30992769811734,0
3.35053291486728,2.12287332440535,0
4.69459293050876,4.87164520013026,0
3.73818634690405,2.54491908275555,0
1.6616880302776,3.79107892830226,0
2.67459704125509,2.10588708555994,0
0.800505838474059,6.8377745665867,0
3.33963640304479,2.11535288627321,0
3.43176334678435,2.18641958762642,0
2.75572602819856,2.05966977329965,0
2.97957757207773,2.00041707556224,0
3.12392714872922,2.01535793819215,0
2.72482837015235,2.07571942587301,0
1.93985562730003,3.12390609096742,0
0.877762181196225,6.503893359561,0
4.29004478490458,3.66421554705951,0
2.50668650198816,2.24335820732067,0
4.64014937757971,4.69008998077511,0
2.1873721816297,2.66036397118927,0
3.39609545697649,2.15689161103742,0
3.22178222407916,2.0491873549175,0
3.25738990735349,2.06624956440744,0
2.60138457572179,2.1588942564725,0
2.30267399826669,2.48626355269337,0
4.11352859532371,3.2399459326036,0
2.57419931494359,2.18130622339451,0
3.65626562687171,2.43068457301331,0
4.23453875133171,3.52408592853966,0
1.91750675655686,3.17179162210004,0
4.17419925696392,3.37874389505462,0
2.79033087470389,2.04396114210244,0
3.55426665284447,2.30721152245541,0
3.66015111599017,2.43579949594307,0
4.38130466912381,3.90800258894323,0
2.45500708327913,2.29701727927592,0
3.76036056856001,2.5781481942209,0
3.53795065483485,2.28939090703725,0
4.60043988799495,4.56140783508529,0
2.36139826581218,2.40781217490769,0
3.40527418950506,2.16424716867898,0
1.8237332446732,3.38360347968704,0
3.32056869180304,2.10276428616431,0
2.4417701816198,2.31162053012879,0
5.12014275528659,6.49500530279421,0
2.2242894677369,2.6017268298639,0
2.16110677981075,2.70374183487949,0
2.87564175418412,2.0154649733024,0
1.84272505428921,3.3392852999699,0
2.14710630796269,2.72742764991703,0
1.9443440707159,3.11440944103267,0
3.75771900735478,2.57413809410671,0
0.799280948149156,6.84316434517928,0
3.45887964378605,2.21057052748121,0
3.24331125978676,2.05920036913902,0
4.23446119801023,3.52389444939286,0
1.88846528669652,3.23550941887864,0
0.886989515133151,6.46481330915724,0
2.35663358470078,2.41392034433496,0
2.1239167474504,2.76752186539789,0
3.06307306359725,2.00397821135154,0
3.84828928756437,2.71959471539647,0
2.31920709883351,2.46347897427869,0
4.30270950024217,3.69705204202121,0
3.91224915600647,2.83219852263452,0
1.39271094186774,4.58337811639168,0
1.8310183368385,3.36651812880782,0
1.31329450217853,4.84497543638118,0
4.75092438135278,5.0657361892156,0
1.72785884988621,3.61834310581283,0
3.65006570003854,2.42258541436659,0
3.62987379328379,2.39674099546571,0
1.44356889010124,4.42247779986069,0
3.47178136266342,2.22257765415656,0
4.21720705561565,3.48159301624051,0
1.03849490725277,5.84750222887333,0
3.33380708367839,2.11142716911387,0
3.70903866039844,2.50273582193961,0
3.01950571199566,2.00038047280046,0
1.39845208803071,4.5649557143332,0
2.48595890050893,2.26423825196599,0
3.1658850431463,2.02751784753965,0
4.58546183607279,4.51368923364329,0
1.05472588046205,5.78409140014416,0
3.17752375198412,2.03151468251852,0
2.28473918420453,2.5115980346124,0
1.47423141355063,4.32796977939571,0
2.71635710052396,2.08045329442318,0
4.47730804259838,4.18243905272586,0
2.82410001490399,2.03094080475678,0
3.20600058263648,2.04243624004657,0
5.05121071670325,6.20746540431825,0
4.60301867827896,4.56966888291124,0
2.32683397811681,2.45315249301804,0
3.53691591679596,2.28827870170885,0
4.31568614600606,3.73103003479228,0
3.3324187628109,2.11050223386873,0
2.17279621427928,2.68426610311069,0
1.76425790212211,3.52705853246766,0
3.62409647705748,2.38949641267556,0
2.78435630239006,2.04650220431889,0
3.85471662438057,2.73054050799252,0
4.06618128305475,3.13674252833628,0
1.84979836059154,3.3229638112979,0
3.2463452620149,2.06068598811719,0
2.96744396602058,2.00105989534847,0
2.7145184106564,2.08149973785415,0
1.77949624582399,3.48962941395773,0
1.65055819741482,3.82099317856433,0
2.39025282653296,2.37179161555104,0
1.61741545434446,3.91154002588553,0
5.12015481640815,6.49505644553866,0
3.20585864544417,2.04237778190411,0
