index,userID,itemID,rating
50292,325,92340,2
50293,325,92375,7
50294,325,92430,6
50295,325,92436,1
50296,325,92676,7
50297,325,92736,4
50298,325,92740,1
50299,325,92835,4
50300,325,92902,1
50301,325,92948,1
50302,325,93079,1
50303,325,93108,1
50304,325,93146,1
50305,325,93264,4
50306,325,93284,1
50307,325,93422,2
50308,325,93506,5
50309,325,93533,6
50310,325,93587,6
50311,325,93678,5
50312,325,93682,9
50313,325,93769,1
50314,325,93859,4
50315,325,93984,1
50316,325,93997,1
50317,325,94193,4
50318,325,94389,1
50319,325,94648,4
50320,325,94732,5
50321,325,94779,1
50322,325,94798,6
50323,325,94818,3
50324,325,94883,1
50325,325,94912,2
50326,325,94918,5
50327,325,94931,3
50328,325,95042,1
50329,325,95266,1
50330,325,95268,1
50331,325,95628,1
50332,325,95880,3
50333,325,95907,5
50334,325,95941,2
50335,325,95965,3
50336,325,95984,1
50337,325,96061,8
50338,325,96188,2
50339,325,96277,1
50340,325,96566,10
50341,325,96638,2
50342,325,96889,1
50343,325,97060,2
50344,325,97186,10
50345,325,97243,2
50346,325,97253,6
50347,325,97411,10
50348,325,97437,2
50349,325,97563,5
50350,325,97564,1
50351,325,97773,10
50352,325,97882,1
50353,325,98034,1
50354,325,98186,1
50355,325,98253,4
50356,325,98294,7
50357,325,98481,10
50358,325,98515,1
50359,325,98544,10
50360,325,98575,5
50361,325,98588,3
50362,325,98599,1
50363,325,98628,1
50364,325,98872,4
50365,325,99009,3
50366,325,99291,1
50367,325,99306,1
50368,325,99429,3
50369,325,99507,10
50370,325,99580,1
50371,325,99699,1
50372,325,99701,1
50373,325,99738,5
50374,325,99812,1
50375,325,99941,3
50376,325,100103,4
50377,325,100256,2
50378,325,100385,7
50379,325,100449,5
50380,325,100510,3
50381,325,100544,1
50382,325,100859,5
50383,325,100883,1
50384,325,100912,2
50385,325,101014,2
50386,325,101026,4
50387,325,101084,1
50388,325,101343,7
50389,325,101431,1
50390,325,101481,4
50391,325,101516,1
50392,325,101559,1
50393,325,101755,1
50394,325,101762,1
50395,325,101866,10
50396,325,101973,1
50397,325,102104,5
50398,325,102155,1
50399,325,102169,1
50400,325,102342,1
50401,325,102530,5
50402,325,102605,1
50403,325,102642,1
50404,325,102797,10
50405,325,102889,1
50406,325,102898,1
50407,325,102903,2
50408,325,103109,5
50409,325,103315,8
50410,325,103498,10
50411,325,103567,1
50412,325,103587,10
50413,325,103724,5
50414,325,103725,4
50415,325,103814,5
50416,325,103958,1
50417,325,104107,1
50418,325,104173,3
50419,325,104307,1
50420,325,104337,1
50421,325,104408,2
50422,325,104411,1
50423,325,104449,9
50424,325,104452,1
50425,325,104482,4
50426,325,104488,5
50427,325,104509,3
50428,325,104663,5
50429,325,104717,4
50430,325,104766,6
50431,325,104785,6
50432,325,104835,5
50433,325,104869,2
50434,325,104927,10
50435,325,104937,1
50436,325,104976,3
50437,325,105118,1
50438,325,105444,5
50439,325,105508,1
50440,325,105642,7
50441,325,105676,5
50442,325,105742,1
50443,325,105864,1
50444,325,105885,2
50445,325,106092,5
50446,325,106102,1
50447,325,106323,1
50448,325,106369,2
50449,325,106429,6
50450,325,106546,1
50451,325,106679,10
50452,325,106899,3
50453,325,107092,1
50454,325,107115,7
50455,325,107170,1
50456,325,107239,5
50457,325,107256,1
50458,325,107391,1
50459,325,107646,1
50460,325,107698,1
50461,325,107710,3
50462,325,107760,6
50463,325,107853,5
50464,325,108167,1
50465,325,108229,1
50466,325,108378,4
50467,325,108393,1
50468,325,108416,5
50469,325,108419,1
50470,325,108489,1
50471,325,108515,8
50472,325,108626,1
50473,325,108671,1
50474,325,108774,4
50475,325,108892,4
50476,325,108992,6
50477,325,108994,8
50478,325,109204,1
50479,325,109275,1
50480,325,109348,7
50481,325,109476,4
50482,325,109531,1
50483,325,109904,5
50484,325,109996,1
50485,325,110341,1
50486,325,110487,1
50487,325,110624,8
50488,325,110625,6
50489,325,110957,10
50490,325,110971,2
50491,325,111064,1
50492,325,111082,1
50493,325,111312,10
50494,325,111345,3
50495,325,111406,9
50496,325,111420,3
50497,325,111465,2
50498,325,111617,2
50499,325,111697,1
50500,325,111908,10
50501,325,112004,1
50502,325,112035,6
50503,325,112072,3
50504,325,112139,7
50505,325,112163,2
50506,325,112183,1
50507,325,112233,6
50508,325,112253,10
50509,325,112427,2
50510,325,112486,1
50511,325,112562,1
50512,325,112676,1
50513,325,112868,1
50514,325,113114,5
50515,325,113128,10
50516,325,113193,3
50517,325,113286,2
50518,325,113338,7
50519,325,113355,4
50520,325,113358,9
50521,325,113360,3
50522,325,113701,1
50523,325,113911,5
50524,325,113991,7
50525,325,114013,9
50526,325,114233,4
50527,325,114332,4
50528,325,114410,1
50529,325,114603,2
50530,325,114745,1
50531,325,115019,1
50532,325,115065,1
50533,325,115077,1
50534,325,115091,1
50535,325,115095,1
50536,325,115365,1
50537,325,115395,1
50538,325,115479,5
50539,325,115578,1
50540,325,115653,1
50541,325,115767,2
50542,325,115834,5
50543,325,115968,1
50544,325,115976,5
50545,325,116006,1
50546,325,116264,1
50547,325,116372,3
50548,325,116470,10
50549,325,116695,9
50550,325,117241,4
50551,325,117242,8
50552,325,117267,1
50553,325,117409,1
50554,325,117461,1
50555,325,117463,5
50556,325,117509,1
50557,325,117765,4
50558,325,117883,1
50559,325,117936,2
50560,325,118019,4
50561,325,118042,1
50562,325,118121,1
50563,325,118136,10
50564,325,118191,5
50565,325,118479,10
50566,325,118689,1
50567,325,118821,6
50568,325,118897,7
50569,325,119015,1
50570,325,119019,1
50571,325,119050,6
50572,325,119067,5
50573,325,119194,4
50574,325,119405,2
50575,325,119444,9
50576,325,119512,7
50577,325,119531,1
50578,325,119549,1
50579,325,119591,1
50580,325,119621,2
50581,325,119729,5
50582,325,119758,6
50583,325,119869,1
50584,325,119884,3
50585,325,120024,10
50586,325,120105,6
50587,325,120140,1
50588,325,120162,4
50589,325,120268,4
50590,325,120284,3
50591,325,120298,5
50592,325,120439,1
50593,325,120556,3
50594,325,120998,1
50595,325,121048,1
50596,325,121242,2
50597,325,121457,3
50598,325,121878,1
50599,325,121982,1
50600,325,122000,1
50601,325,122057,7
50602,325,122249,6
50603,325,122298,1
50604,325,122418,1
50605,325,122465,5
50606,325,122474,7
50607,325,122659,1
50608,325,122689,3
50609,325,122695,6
50610,325,122698,1
50611,325,122889,1
50612,325,122938,10
50613,325,122944,1
50614,325,122972,2
50615,325,123227,5
50616,325,123276,4
50617,325,123461,7
50618,325,123482,1
50619,325,123525,5
50620,325,123755,1
50621,325,123776,1
50622,325,123813,5
50623,325,123891,1
50624,325,123967,1
50625,325,123999,5
50626,325,124425,1
50627,325,124507,4
50628,325,124812,6
50629,325,124999,2
50630,325,125084,1
50631,325,125279,7
50632,325,125410,8
50633,325,125514,5
50634,325,125566,1
50635,325,125758,1
50636,325,125866,1
50637,325,125930,1
50638,325,126062,10
50639,325,126197,1
50640,325,126335,2
50641,325,126430,1
50642,325,126539,7
50643,325,126694,1
50644,325,126705,4
50645,325,126754,6
50646,325,126806,2
50647,325,126919,5
50648,325,126959,9
50649,325,127193,1
50650,325,127275,1
50651,325,127445,1
50652,325,127481,1
50653,325,127683,5
50654,325,127795,7
50655,325,127836,1
50656,325,127904,1
50657,325,128018,3
50658,325,128271,1
50659,325,128443,7
50660,325,128446,3
50661,325,128536,1
50662,325,128600,6
50663,325,128717,2
50664,325,128726,9
50665,325,128731,8
50666,325,128791,4
50667,325,128823,5
50668,325,128839,1
50669,325,128845,10
50670,325,128887,3
50671,325,129449,8
50672,325,129515,3
50673,325,129518,1
50674,325,129568,2
50675,325,129624,1
50676,325,129681,1
50677,325,129705,1
50678,325,129789,5
50679,325,129825,1
50680,325,129904,1
50681,325,130088,9
50682,325,130282,7
50683,325,130378,2
50684,325,130426,1
50685,325,130501,5
50686,325,130736,2
50687,325,130926,4
50688,325,130971,6
50689,325,131073,8
50690,325,131077,4
50691,325,131138,1
50692,325,131152,3
50693,325,131173,7
50694,325,131227,3
50695,325,131316,2
50696,325,131320,4
50697,325,131371,1
50698,325,131597,4
50699,325,131613,8
50700,325,131617,7
50701,325,131791,4
50702,325,131876,1
50703,325,131919,1
50704,325,132178,3
50705,325,132193,10
50706,325,132208,5
50707,325,132440,4
50708,325,132554,1
50709,325,132571,2
50710,325,132713,1
50711,325,132794,1
50712,325,132863,5
50713,325,133087,3
50714,325,133191,2
50715,325,133309,1
50716,325,133359,1
50717,325,133516,8
50718,325,133580,3
50719,325,133888,1
50720,325,133906,4
50721,325,134019,2
50722,325,134070,1
50723,325,134178,2
50724,325,134182,1
50725,325,134204,4
50726,325,134205,1
50727,325,134327,5
50728,325,134349,1
50729,325,134373,8
50730,325,134603,7
50731,325,134613,4
50732,325,134763,10
50733,325,134941,1
50734,325,135023,4
50735,325,135201,6
50736,325,135228,5
50737,325,135422,4
50738,325,135686,2
50739,325,135694,1
50740,325,135731,1
50741,325,135745,1
50742,325,136013,10
50743,325,136024,1
50744,325,136034,1
50745,325,136328,1
50746,325,136354,4
50747,325,136438,1
50748,325,136447,5
50749,325,136551,1
50750,325,136604,10
50751,325,136636,10
50752,325,136684,2
50753,325,136715,1
50754,325,136957,1
50755,325,137061,5
50756,325,137145,1
50757,325,137180,5
50758,325,137232,1
50759,325,137366,5
50760,325,137402,10
50761,325,137550,4
50762,325,137745,5
50763,325,137757,2
50764,325,137773,10
50765,325,137808,6
50766,325,138062,1
50767,325,138085,7
50768,325,138135,4
50769,325,138179,10
50770,325,138359,1
50771,325,138568,1
50772,325,138664,1
50773,325,138787,7
50774,325,138884,1
50775,325,139056,1
50776,325,139150,2
50777,325,139576,2
50778,325,139631,1
50779,325,139760,1
50780,325,139773,5
50781,325,139837,10
50782,325,139969,1
50783,325,140249,5
50784,325,140297,1
50785,325,140877,4
50786,325,140936,2
50787,325,141119,1
50788,325,141230,1
50789,325,141244,3
50790,325,141525,4
50791,325,141538,1
50792,325,141733,4
50793,325,141831,1
50794,325,141936,1
50795,325,142025,4
50796,325,142027,10
50797,325,142165,1
50798,325,142173,1
50799,325,142292,6
50800,325,142383,1
50801,325,142643,1
50802,325,143049,3
50803,325,143279,5
50804,325,143462,1
50805,325,143571,1
50806,325,143901,2
50807,325,143947,3
50808,325,144136,1
50809,325,144192,1
50810,325,144432,1
50811,325,144471,1
50812,325,144536,3
50813,325,144583,1
50814,325,144602,1
50815,325,144608,1
50816,325,144653,4
50817,325,144659,4
50818,325,144761,1
50819,325,144864,1
50820,325,144969,1
50821,325,145045,1
50822,325,145209,1
50823,325,145260,2
50824,325,145265,5
50825,325,145457,2
50826,325,145488,5
50827,325,145521,2
50828,325,145580,1
50829,325,145655,1
50830,325,145741,1
50831,325,146118,9
50832,325,146134,1
50833,325,146400,2
50834,325,146450,1
50835,325,146498,1
50836,325,146801,1
50837,325,146871,5
50838,325,146913,10
50839,325,147050,1
50840,325,147071,10
50841,325,147086,1
50842,325,147108,9
50843,325,147379,5
50844,325,147605,5
50845,325,147663,10
50846,325,147804,4
50847,325,147805,5
50848,325,147904,6
50849,325,147970,1
50850,325,148479,1
50851,325,148510,1
50852,325,148571,1
50853,325,148635,1
50854,325,148717,3
50855,325,148980,1
50856,325,149022,1
50857,325,149107,1
50858,325,149113,2
50859,325,149134,1
50860,325,149539,1
50861,325,149583,1
50862,325,149804,1
50863,325,149911,10
50864,325,150223,3
50865,325,150242,1
50866,325,150337,2
50867,325,150481,8
50868,325,150497,1
50869,325,150689,1
50870,325,150732,4
50871,325,150810,6
50872,325,150881,1
50873,325,150884,1
50874,325,151098,1
50875,325,151263,4
50876,325,151324,5
50877,325,151447,4
50878,325,151474,2
50879,325,151518,1
50880,325,151627,1
50881,325,151640,1
50882,325,151813,10
50883,325,152020,1
50884,325,152422,1
50885,325,152456,1
50886,325,152469,8
50887,325,152472,1
50888,325,152547,4
50889,325,152573,1
50890,325,152721,9
50891,325,152881,1
50892,325,152916,1
50893,325,153090,4
50894,325,153154,7
50895,325,153157,2
50896,325,153253,2
50897,325,153465,10
50898,325,153586,6
50899,325,153755,1
50900,325,153805,1
50901,325,153824,1
50902,325,154082,1
50903,325,154084,3
50904,325,154087,1
50905,325,154166,2
50906,325,154252,5
50907,325,154296,4
50908,325,154764,1
50909,325,154872,5
50910,325,154931,1
50911,325,154963,10
50912,325,155105,8
50913,325,155157,1
50914,325,155221,6
50915,325,155271,2
50916,325,155486,1
50917,325,155492,1
50918,325,155533,3
50919,325,155535,1
50920,325,155723,1
50921,325,155842,6
50922,325,155923,1
50923,325,155939,5
50924,325,156094,2
50925,325,156098,6
50926,325,156146,7
50927,325,156206,1
50928,325,156248,1
50929,325,156292,1
50930,325,156379,2
50931,325,156413,5
50932,325,156484,1
50933,325,156729,1
50934,325,156830,10
50935,325,156859,1
50936,325,157180,1
50937,325,157545,3
50938,325,157869,1
50939,325,158098,2
50940,325,158170,1
50941,325,158305,8
50942,325,158640,1
50943,325,158698,1
50944,325,158712,8
50945,325,158717,10
50946,325,158863,2
50947,325,158877,1
50948,325,159084,2
50949,325,159240,10
50950,325,159308,1
50951,325,159450,1
50952,325,159459,1
50953,325,159535,8
50954,325,159561,5
50955,325,159575,2
50956,325,159634,8
50957,325,160147,1
50958,325,160391,1
50959,325,160491,1
50960,325,160540,10
50961,325,160981,2
50962,325,161371,5
50963,325,161515,2
50964,325,161664,1
50965,325,161671,3
50966,325,161722,2
50967,325,161919,1
50968,325,161928,1
50969,325,161984,3
50970,325,162029,1
50971,325,162060,6
50972,325,162095,1
50973,325,162169,1
50974,325,162243,1
50975,325,162463,5
50976,325,162753,1
50977,325,162853,1
50978,325,163023,2
50979,325,163091,2
50980,325,163184,1
50981,325,163456,1
50982,325,163562,1
50983,325,163869,4
50984,325,163915,5
50985,325,163923,2
50986,325,163938,1
50987,325,164466,10
50988,325,164527,3
50989,325,164797,10
50990,325,164828,3
50991,325,164900,1
50992,325,165003,1
50993,325,165059,2
50994,325,165133,1
50995,325,165285,3
50996,325,165367,1
50997,325,165530,1
50998,325,165670,1
50999,325,165707,7
51000,325,165762,2
51001,325,165842,1
51002,325,165985,1
51003,325,165986,1
51004,325,166071,1
51005,325,166185,3
51006,325,166189,1
51007,325,166764,4
51008,325,166771,6
51009,325,167142,1
51010,325,167846,1
51011,325,167987,4
51012,325,168083,1
51013,325,168509,3
51014,325,168522,2
51015,325,168615,1
51016,325,168620,3
51017,325,168730,5
51018,325,168794,2
51019,325,169021,1
51020,325,169034,1
51021,325,169104,3
51022,325,169301,1
51023,325,169457,1
51024,325,169682,1
51025,325,169726,1
51026,325,169888,2
51027,325,170140,6
51028,325,170243,1
51029,325,170308,10
51030,325,170464,1
51031,325,170484,5
51032,325,170908,2
51033,325,171030,5
51034,325,171117,6
51035,325,171632,1
51036,325,171717,1
51037,325,171778,1
51038,325,171850,4
51039,325,172078,4
51040,325,172147,10
51041,325,172250,1
51042,325,172325,6
51043,325,172596,2
51044,325,173194,1
51045,325,173466,10
51046,325,173613,1
51047,325,173680,1
51048,325,173694,1
51049,325,173759,1
51050,325,173769,1
51051,325,173825,3
51052,325,173910,5
51053,325,174491,1
51054,325,174534,8
51055,325,174621,6
51056,325,174653,1
51057,325,174683,1
51058,325,174700,6
51059,325,174737,1
51060,325,174861,6
51061,325,174897,2
51062,325,175462,1
51063,325,175501,1
51064,325,175699,3
51065,325,175739,5
51066,325,175859,4
51067,325,175875,1
51068,325,176092,1
51069,325,176231,2
51070,325,176403,1
51071,325,176526,5
51072,325,176576,1
51073,325,176688,1
51074,325,176786,1
51075,325,176874,1
51076,325,176967,1
51077,325,177042,1
51078,325,177136,1
51079,325,177183,2
51080,325,177279,1
51081,325,177366,1
51082,325,177445,1
51083,325,177474,2
51084,325,177633,10
51085,325,177829,1
51086,325,178025,1
51087,325,178190,10
51088,325,178266,5
51089,325,178558,1
51090,325,178630,1
51091,325,178700,1
51092,325,178752,2
51093,325,178910,3
51094,325,178945,1
51095,325,178983,10
51096,325,179202,1
51097,325,179392,4
51098,325,179411,1
51099,325,179416,10
51100,325,179661,1
51101,325,179747,1
51102,325,180089,10
51103,325,180196,4
51104,325,180230,1
51105,325,180286,4
51106,325,180367,4
51107,325,180371,1
51108,325,180384,1
51109,325,180551,10
51110,325,180554,5
51111,325,180607,1
51112,325,180619,1
51113,325,180721,3
51114,325,180751,1
51115,325,180916,4
51116,325,180928,4
51117,325,181107,8
51118,325,181113,2
51119,325,181134,1
51120,325,181146,5
51121,325,181304,3
51122,325,181473,2
51123,325,181840,10
51124,325,181854,9
51125,325,181898,1
51126,325,181994,1
51127,325,181997,1
51128,325,182016,10
51129,325,182098,2
51130,325,182197,3
51131,325,182327,2
51132,325,182494,1
51133,325,182709,1
51134,325,182801,1
51135,325,182942,1
51136,325,183102,1
51137,325,183449,1
51138,325,183763,5
51139,325,184234,1
51140,325,184438,1
51141,325,184440,1
51142,325,184590,1
51143,325,184765,2
51144,325,184852,1
51145,325,184993,2
51146,325,184997,3
51147,325,185036,5
51148,325,185171,1
51149,325,185271,7
51150,325,185542,2
51151,325,185565,4
51152,325,185742,10
51153,325,186003,1
51154,325,186012,1
51155,325,186063,5
51156,325,186118,2
51157,325,186129,9
51158,325,186207,2
51159,325,186407,2
51160,325,186435,10
51161,325,186479,1
51162,325,186605,1
51163,325,186620,1
51164,325,186644,1
51165,325,186722,1
51166,325,186733,10
51167,325,187237,6
51168,325,187373,1
51169,325,187556,1
51170,325,187634,2
51171,325,187648,1
51172,325,187860,10
51173,325,187951,1
51174,325,188061,1
51175,325,188194,1
51176,325,188246,1
51177,325,188262,3
51178,325,188322,1
51179,325,188467,1
51180,325,188735,2
51181,325,188776,7
51182,325,189023,1
51183,325,189093,8
51184,325,189397,1
51185,325,189587,1
51186,325,189615,2
51187,325,189653,1
51188,325,189837,1
51189,325,190094,1
51190,325,190378,5
51191,325,190380,1
51192,325,190854,1
51193,325,190976,2
51194,325,191178,5
51195,325,191180,1
51196,325,191309,1
51197,325,191331,8
51198,325,192129,5
51199,325,192833,1
51200,325,192947,5
51201,325,192988,10
51202,325,193004,2
51203,325,193100,1
51204,325,193147,6
51205,325,193317,6
51206,325,193393,1
51207,325,193442,1
51208,325,193514,3
51209,325,193720,5
51210,325,193828,1
51211,325,193931,1
51212,325,194104,1
51213,325,194557,1
51214,325,194823,1
51215,325,195308,1
51216,325,195309,7
51217,325,195439,8
51218,325,195512,1
51219,325,195532,5
51220,325,195551,1
51221,325,195610,1
51222,325,195650,1
51223,325,195662,1
51224,325,195680,1
51225,325,195927,4
51226,325,196000,7
51227,325,196170,1
51228,325,196229,1
51229,325,196480,1
51230,325,196557,2
51231,325,196788,1
51232,325,197004,7
51233,325,197042,3
51234,325,197156,1
51235,325,197311,1
51236,325,197354,1
51237,325,197569,1
51238,325,197640,7
51239,325,197698,1
51240,325,197929,3
51241,325,197950,1
51242,325,198040,1
51243,325,198055,1
51244,325,198073,1
51245,325,198211,2
51246,325,198222,1
51247,325,198327,10
51248,325,198401,2
51249,325,198438,1
51250,325,198688,7
51251,325,199309,3
51252,325,199558,1
51253,325,199622,5
51254,325,199717,9
51255,325,199900,1
51256,325,199901,1
51257,325,199920,1
51258,325,200106,1
51259,325,200117,1
51260,325,200180,3
51261,325,200746,2
51262,325,200780,1
51263,325,200826,3
51264,325,200978,1
51265,325,201032,2
51266,325,201296,1
51267,325,201338,3
51268,325,201417,2
51269,325,201428,1
51270,325,201526,1
51271,325,201770,1
51272,325,201940,1
51273,325,202180,7
51274,325,202387,10
51275,325,202388,1
51276,325,202704,5
51277,325,202866,5
51278,325,203290,1
51279,325,203638,1
51280,325,203653,1
51281,325,203696,1
51282,325,203730,2
51283,325,203765,4
51284,325,204023,7
51285,325,204051,10
51286,325,204185,1
51287,325,204193,1
51288,325,204242,1
51289,325,204248,1
51290,325,204429,6
51291,325,204467,5
51292,325,204637,6
51293,325,204859,9
51294,325,204896,1
51295,325,204972,1
51296,325,205012,4
51297,325,205090,1
51298,325,205249,3
51299,325,205313,10
51300,325,205314,1
51301,325,205473,1
51302,325,205747,2
51303,325,205981,7
51304,325,206141,1
51305,325,206471,1
51306,325,206479,2
51307,325,206679,1
51308,325,206795,10
51309,325,207025,6
51310,325,207037,1
51311,325,207153,1
51312,325,207155,4
51313,325,207224,10
51314,325,207446,5
51315,325,207468,2
51316,325,207544,1
51317,325,207600,1
51318,325,207640,5
51319,325,207683,6
51320,325,207772,5
51321,325,207976,1
51322,325,207990,1
51323,325,208199,5
51324,325,208417,2
51325,325,208515,1
51326,325,208855,1
51327,325,208911,1
51328,325,209074,1
51329,325,209160,3
51330,325,209296,10
51331,325,209318,3
51332,325,209395,1
51333,325,209467,1
51334,325,209774,3
51335,325,209928,5
51336,325,210194,10
51337,325,210252,3
51338,325,210275,1
51339,325,210315,2
51340,325,210362,1
51341,325,210596,1
51342,325,210677,2
51343,325,210965,1
51344,325,210983,3
51345,325,211174,3
51346,325,211247,1
51347,325,211425,2
51348,325,211473,4
51349,325,211533,1
51350,325,211722,2
51351,325,211934,1
51352,325,212218,5
51353,325,212400,3
51354,325,212446,1
51355,325,212472,1
51356,325,212502,3
51357,325,212568,3
51358,325,212793,2
51359,325,212841,1
51360,325,212891,3
51361,325,213047,1
51362,325,213267,4
51363,325,213268,3
51364,325,213471,1
51365,325,213647,4
51366,325,213887,1
51367,325,213915,4
51368,325,213957,1
51369,325,213960,5
51370,325,213991,1
51371,325,214007,2
51372,325,214019,1
51373,325,214020,1
51374,325,214118,3
51375,325,214129,1
51376,325,214371,1
51377,325,214673,1
51378,325,214696,1
51379,325,214697,2
51380,325,214768,1
51381,325,214957,3
51382,325,215107,1
51383,325,215240,6
51384,325,215306,5
51385,325,215398,3
51386,325,215552,1
51387,325,215637,2
51388,325,215667,1
51389,325,215694,8
51390,325,216155,2
51391,325,216249,2
51392,325,216282,1
51393,325,216301,1
51394,325,216429,2
51395,325,216523,2
51396,325,216615,1
