,userID,movieID,rating
50880,1548,11765,4
50881,300,11766,5
50882,1973,11766,3
50883,13193,11767,4
50884,1075,11767,2
50885,2114,11768,5
50886,1928,11768,5
50887,14505,11768,5
50888,1769,11769,3
50889,11048,11770,4
50890,1995,11770,5
50891,4882,11771,5
50892,14506,11772,5
50893,876,11773,4
50894,2035,11774,5
50895,1769,11775,4
50896,61,11775,4
50897,1575,11775,5
50898,4829,11776,5
50899,14507,11777,5
50900,1973,11777,4
50901,14508,11777,4
50902,1769,11778,5
50903,2090,11778,5
50904,1988,11779,4
50905,1863,11779,4
50906,2124,11779,5
50907,2070,11780,5
50908,12857,11780,5
50909,5433,11781,5
50910,3480,11782,5
50911,1825,11782,5
50912,1982,11782,5
50913,40,11782,5
50914,2108,11782,5
50915,14509,11782,5
50916,1607,11783,4
50917,1786,11784,2
50918,14510,11784,4
50919,860,11784,3
50920,1333,11784,2
50921,1995,11785,5
50922,61,11786,5
50923,1911,11786,5
50924,14511,11787,5
50925,1117,11787,4
50926,14509,11787,4
50927,3268,11788,4
50928,4883,11789,4
50929,3583,11790,4
50930,1887,11791,4
50931,1708,11792,5
50932,1911,11793,5
50933,3450,11793,5
50934,40,11793,3
50935,2561,11793,4
50936,1203,11793,3
50937,2045,11793,5
50938,4807,11793,5
50939,14512,11793,5
50940,14513,11793,5
50941,2073,11794,5
50942,1911,11795,1
50943,2073,11796,4
50944,7252,11797,5
50945,40,11798,4
50946,1911,11798,4
50947,4712,11798,4
50948,7563,11798,5
50949,14514,11798,5
50950,14515,11798,5
50951,876,11799,3
50952,4855,11800,4
50953,14308,11801,5
50954,1674,11802,4
50955,2074,11802,5
50956,13536,11803,3
50957,1911,11804,3
50958,14516,11804,4
50959,61,11805,5
50960,14137,11806,4
50961,1343,11807,4
50962,2059,11808,4
50963,14517,11808,5
50964,1974,11808,5
50965,1575,11809,4
50966,1974,11810,5
50967,2003,11810,4
50968,1973,11810,5
50969,876,11811,4
50970,1769,11812,4
50971,1708,11813,5
50972,13170,11814,5
50973,4878,11815,4
50974,2801,11816,5
50975,13856,11817,5
50976,7252,11818,5
50977,2074,11819,5
50978,2107,11819,5
50979,1786,11820,5
50980,876,11821,4
50981,1911,11822,5
50982,1824,11823,5
50983,3892,11823,5
50984,62,11823,5
50985,461,11824,5
50986,1593,11824,3
50987,14518,11824,5
50988,1801,11825,3
50989,1911,11826,5
50990,6160,11826,5
50991,2060,11827,4
50992,40,11828,3
50993,2034,11829,5
50994,807,11829,4
50995,1928,11830,3
50996,14519,11831,5
50997,5787,11832,5
50998,7483,11832,5
50999,7483,11833,4
51000,1674,11834,5
51001,876,11835,3
51002,876,11836,5
51003,2073,11837,5
51004,1075,11838,2
51005,1708,11839,4
51006,2073,11840,4
51007,1708,11841,5
51008,1911,11842,4
51009,14520,11843,4
51010,5651,11843,5
51011,1708,11844,2
51012,2034,11845,5
51013,2904,11845,5
51014,4726,11845,5
51015,13204,11846,4
51016,5787,11847,5
51017,1075,11848,3
51018,14521,11848,3
51019,2008,11848,3
51020,876,11849,2
51021,3583,11850,4
51022,1708,11851,5
51023,1708,11852,4
51024,14522,11852,5
51025,1708,11853,4
51026,876,11854,5
51027,119,11855,2
51028,14308,11856,5
51029,4881,11857,3
51030,2134,11858,5
51031,3583,11859,4
51032,876,11860,3
51033,14523,11861,5
51034,876,11862,4
51035,14518,11862,4
51036,7252,11863,4
51037,14524,11863,4
51038,5787,11864,4
51039,40,11865,4
51040,3314,11866,5
51041,860,11866,5
51042,2079,11867,5
51043,62,11867,3
51044,2079,11868,5
51045,62,11868,4
51046,876,11869,4
51047,876,11870,4
51048,301,11871,5
51049,1683,11871,5
51050,862,11871,4
51051,876,11872,4
51052,876,11873,3
51053,2034,11874,3
51054,1708,11875,4
51055,945,11876,5
51056,876,11877,4
51057,2396,11878,4
51058,14525,11879,5
51059,807,11879,4
51060,40,11880,5
51061,876,11881,5
51062,40,11882,3
51063,40,11883,4
51064,40,11884,4
51065,876,11885,5
51066,876,11886,4
51067,119,11887,3
51068,876,11888,4
51069,8092,11889,5
51070,2037,11890,3
51071,2034,11891,5
51072,860,11892,5
51073,40,11893,2
51074,5,11894,5
51075,313,11894,5
51076,240,11894,5
51077,154,11894,3
51078,12,11894,5
51079,102,11894,4
51080,8099,11894,5
51081,14526,11894,5
51082,8155,11894,5
51083,416,11894,4
51084,163,11894,2
51085,3715,11894,5
51086,2810,11894,5
51087,348,11894,4
51088,229,11894,4
51089,14527,11894,4
51090,14528,11894,5
51091,14529,11894,4
51092,1311,11894,4
51093,14530,11894,4
51094,8150,11894,4
51095,61,11894,4
51096,42,11894,5
51097,62,11894,5
51098,307,11894,5
51099,161,11895,2
51100,12,11895,4
51101,565,11895,5
51102,5030,11895,1
51103,425,11895,2
51104,9947,11895,4
51105,8144,11895,4
51106,163,11895,2
51107,678,11895,4
51108,14531,11895,2
51109,6058,11895,5
51110,106,11895,3
51111,14532,11895,1
51112,14533,11895,1
51113,3795,11895,3
51114,14534,11895,1
51115,14,11896,4
51116,48,11896,4
51117,1263,11896,4
51118,331,11896,5
51119,1607,11896,3
51120,6118,11897,3
51121,14535,11897,4
51122,4663,11898,2
51123,14536,11899,3
51124,14537,11899,4
51125,2807,11899,5
51126,240,11900,4
51127,89,11900,5
51128,2993,11900,5
51129,11331,11900,4
51130,3709,11900,4
51131,1154,11900,5
51132,1534,11900,5
51133,2722,11900,4
51134,2419,11901,5
51135,3964,11901,5
51136,5026,11901,5
51137,5071,11901,5
51138,5057,11901,5
51139,14538,11901,5
51140,14539,11901,5
51141,14540,11901,5
51142,11232,11901,5
51143,14541,11901,5
51144,12172,11901,5
51145,14542,11901,5
51146,1143,11901,4
51147,2659,11901,5
51148,14543,11901,4
51149,14544,11901,5
51150,5105,11901,4
51151,4602,11901,5
51152,4563,11901,4
51153,14545,11901,5
51154,2505,11901,4
51155,4209,11901,5
51156,1708,11901,2
51157,772,11901,4
51158,2842,11902,5
51159,438,11902,5
51160,2432,11902,5
51161,2505,11902,4
51162,2842,11903,5
51163,1067,11903,5
51164,1607,11903,3
51165,14546,11904,4
51166,591,11905,4
51167,2842,11906,5
51168,1067,11906,5
51169,200,11906,5
51170,1067,11907,4
51171,2818,11908,5
51172,5891,11908,5
51173,2581,11908,5
51174,24,11908,5
51175,14547,11908,4
51176,14548,11908,5
51177,11603,11908,4
51178,1242,11908,4
51179,186,11908,5
51180,14549,11908,4
51181,278,11908,5
51182,1359,11908,5
51183,200,11908,5
51184,163,11908,5
51185,3709,11909,4
51186,200,11909,2
51187,6060,11910,5
51188,14550,11910,5
51189,866,11910,4
51190,14551,11910,5
51191,1367,11910,5
51192,356,11910,4
51193,24,11911,5
51194,1362,11911,5
51195,14552,11911,4
51196,14553,11911,4
51197,12590,11912,5
51198,3700,11912,5
51199,5057,11912,5
51200,3960,11912,5
51201,205,11912,5
51202,14554,11912,5
51203,14555,11912,5
51204,14556,11912,5
51205,11750,11912,5
51206,14557,11912,5
51207,1124,11912,5
51208,1534,11912,5
51209,4527,11912,5
51210,2104,11912,5
51211,200,11912,5
51212,2073,11912,5
51213,267,11912,4
51214,3462,11913,4
51215,857,11913,4
51216,712,11913,4
51217,210,11914,4
51218,14558,11914,4
51219,155,11914,3
51220,553,11914,4
51221,9943,11914,5
51222,1049,11914,4
51223,14559,11914,5
51224,14560,11914,5
51225,12144,11914,5
51226,8977,11914,4
51227,2068,11914,5
51228,3797,11915,4
51229,5,11915,4
51230,242,11915,4
51231,64,11915,1
51232,14561,11915,4
51233,155,11915,4
51234,5665,11915,1
51235,3739,11915,1
51236,480,11915,4
51237,6037,11915,5
51238,4161,11915,5
51239,2614,11915,5
51240,14562,11915,3
51241,9113,11915,5
51242,14563,11915,5
51243,914,11915,3
51244,5880,11915,4
51245,4069,11915,4
51246,27,11915,4
51247,486,11915,4
51248,14527,11915,3
51249,532,11915,5
51250,777,11915,4
51251,777,11915,4
51252,11914,11915,4
51253,4242,11915,4
51254,6316,11915,5
51255,14564,11915,5
51256,14565,11915,5
51257,9496,11915,5
51258,52,11915,4
51259,167,11915,4
51260,14566,11915,4
51261,1260,11915,4
51262,2662,11915,5
51263,3695,11915,5
51264,174,11915,4
51265,14567,11915,5
51266,147,11915,5
51267,14568,11915,4
51268,14569,11915,4
51269,163,11915,3
51270,524,11915,2
51271,223,11915,4
51272,14570,11915,5
51273,447,11915,4
51274,333,11915,5
51275,24,11916,4
51276,242,11916,4
51277,155,11916,3
51278,317,11916,5
51279,487,11916,5
51280,901,11916,4
51281,6276,11916,5
51282,1761,11916,5
51283,1931,11916,4
51284,356,11916,5
51285,524,11916,4
51286,163,11916,4
51287,14571,11917,5
51288,619,11917,1
51289,155,11917,3
51290,5023,11917,4
51291,7610,11917,4
51292,3805,11918,4
51293,7659,11918,3
51294,12,11918,3
51295,24,11918,4
51296,728,11918,4
51297,8197,11918,4
